production_id,date,shift,production_line,machine,product,operator_count,target_qty,actual_qty,good_qty,reject_qty,downtime_min,planned_time_min,cycle_time,defect_type,downtime_reason
229,2026-01-12,Evening,L3,M6,PRODUCT_C,7,1025,1062,1052,10,39,480,0.39,No Defect,Material Shortage
230,2026-01-11,Evening,L1,M4,PRODUCT_A,7,1089,1062,1052,10,24,480,0.7,No Defect,Material Shortage
231,2026-01-10,Evening,L1,M6,PRODUCT_C,5,992,1062,1052,10,60,480,0.51,Color Defect,Maintenance
232,2026-01-09,Evening,L1,M4,PRODUCT_C,5,1090,1062,1052,10,37,480,0.5,No Defect,Setup/Changeover
233,2026-01-08,Evening,L3,M2,PRODUCT_B,6,1176,1062,1052,10,37,480,0.57,No Defect,
234,2026-01-07,Evening,L1,M3,PRODUCT_A,4,1019,1062,1052,10,102,480,0.8,Surface Defect,Maintenance
235,2026-01-06,Evening,L3,M2,PRODUCT_A,7,1182,1062,1052,10,63,480,0.62,No Defect,
236,2026-01-05,Evening,L2,M1,PRODUCT_B,7,991,1062,1052,10,57,480,0.46,No Defect,Material Shortage
237,2026-01-04,Evening,L1,M1,PRODUCT_B,7,922,1062,1052,10,19,480,0.44,Dimension Error,Material Shortage
238,2026-01-03,Evening,L3,M5,PRODUCT_C,5,928,1062,1052,10,99,480,0.69,No Defect,Maintenance
239,2026-01-02,Evening,L1,M4,PRODUCT_C,8,1105,1062,1052,10,62,480,0.49,No Defect,Machine Breakdown
240,2026-01-01,Evening,L2,M6,PRODUCT_B,4,1033,1062,1052,10,29,480,0.6,Scratch,Maintenance
241,2026-04-30,Night,L2,M6,PRODUCT_C,7,903,1062,1052,10,95,480,0.72,No Defect,
242,2026-04-29,Night,L1,M3,PRODUCT_B,6,1035,1062,1052,10,92,480,0.51,No Defect,Maintenance
243,2026-04-28,Night,L1,M5,PRODUCT_B,6,1004,1062,1052,10,43,480,0.56,Color Defect,
244,2026-04-27,Night,L1,M5,PRODUCT_C,6,1184,1062,1052,10,56,480,0.47,No Defect,Machine Breakdown
245,2026-04-26,Night,L3,M2,PRODUCT_A,5,1030,1062,1052,10,22,480,0.46,No Defect,Setup/Changeover
246,2026-04-25,Night,L3,M3,PRODUCT_C,4,905,1062,1052,10,85,480,0.51,Surface Defect,Setup/Changeover
247,2026-04-24,Night,L3,M1,PRODUCT_B,7,1194,1062,1052,10,81,480,0.48,No Defect,Setup/Changeover
248,2026-04-23,Night,L2,M3,PRODUCT_C,6,946,1062,1052,10,10,480,0.6,No Defect,Material Shortage
249,2026-04-22,Night,L1,M4,PRODUCT_C,8,916,1062,1052,10,81,480,0.38,Dimension Error,
250,2026-04-21,Night,L2,M3,PRODUCT_C,8,979,1062,1052,10,97,480,0.43,No Defect,Setup/Changeover
251,2026-04-20,Night,L3,M3,PRODUCT_C,8,914,1062,1052,10,100,480,0.78,No Defect,Maintenance
252,2026-04-19,Night,L2,M5,PRODUCT_A,8,1142,1062,1052,10,21,480,0.4,Scratch,Setup/Changeover
253,2026-04-18,Night,L1,M1,PRODUCT_C,7,1069,1062,1052,10,85,480,0.68,No Defect,Maintenance
254,2026-04-17,Night,L1,M3,PRODUCT_C,4,1135,1062,1052,10,85,480,0.39,No Defect,Maintenance
255,2026-04-16,Night,L3,M6,PRODUCT_B,5,901,1062,1052,10,114,480,0.66,Color Defect,Material Shortage
256,2026-04-15,Night,L2,M1,PRODUCT_A,6,1148,1062,1052,10,92,480,0.47,No Defect,Machine Breakdown
257,2026-04-14,Night,L2,M3,PRODUCT_C,7,1010,1062,1052,10,63,480,0.49,No Defect,Machine Breakdown
258,2026-04-13,Night,L2,M6,PRODUCT_B,5,1103,1062,1052,10,62,480,0.51,Surface Defect,
259,2026-04-12,Night,L1,M5,PRODUCT_A,6,1124,1062,1052,10,54,480,0.7,No Defect,Material Shortage
260,2026-04-11,Night,L3,M2,PRODUCT_A,6,1070,1062,1052,10,38,480,0.62,No Defect,Maintenance
261,2026-04-10,Night,L2,M4,PRODUCT_B,8,1061,1062,1052,10,108,480,0.73,Dimension Error,Material Shortage
262,2026-04-09,Night,L1,M4,PRODUCT_A,6,1168,1062,1052,10,105,480,0.64,No Defect,Material Shortage
263,2026-04-08,Night,L1,M5,PRODUCT_A,6,933,1062,1052,10,112,480,0.47,No Defect,Material Shortage
264,2026-04-07,Night,L2,M5,PRODUCT_B,6,1200,1062,1052,10,58,480,0.43,Scratch,Material Shortage
265,2026-04-06,Night,L2,M1,PRODUCT_C,6,942,1062,1052,10,39,480,0.77,No Defect,Maintenance
266,2026-04-05,Night,L3,M1,PRODUCT_C,7,1143,1062,1052,10,22,480,0.42,No Defect,Setup/Changeover
267,2026-04-04,Night,L3,M6,PRODUCT_B,8,942,1062,882,180,110,480,0.4,Color Defect,Setup/Changeover
268,2026-04-03,Night,L1,M6,PRODUCT_A,7,977,1062,1052,10,60,480,0.58,No Defect,Material Shortage
269,2026-04-02,Night,L3,M3,PRODUCT_A,4,1091,1062,1052,10,11,480,0.42,No Defect,Maintenance
270,2026-04-01,Night,L2,M6,PRODUCT_C,7,1185,1062,1052,10,72,480,0.79,Surface Defect,Material Shortage
271,2026-03-31,Night,L2,M2,PRODUCT_C,6,1093,1062,1052,10,115,480,0.72,No Defect,Maintenance
272,2026-03-30,Night,L1,M3,PRODUCT_A,8,1065,1062,1052,10,33,480,0.54,No Defect,
273,2026-03-29,Night,L1,M6,PRODUCT_C,8,1024,1062,1052,10,35,480,0.76,Dimension Error,Maintenance
274,2026-03-28,Night,L3,M5,PRODUCT_C,7,999,1062,1052,10,57,480,0.42,No Defect,
275,2026-03-27,Night,L2,M6,PRODUCT_B,5,950,1062,1052,10,13,480,0.65,No Defect,Material Shortage
276,2026-03-26,Night,L2,M2,PRODUCT_B,4,1023,1062,1052,10,81,480,0.79,Scratch,
277,2026-03-25,Night,L1,M3,PRODUCT_C,4,1101,1062,1052,10,37,480,0.45,No Defect,Setup/Changeover
278,2026-03-24,Night,L2,M6,PRODUCT_A,7,1082,1062,1052,10,117,480,0.37,No Defect,
279,2026-03-23,Night,L2,M6,PRODUCT_C,5,952,1062,1052,10,102,480,0.64,Color Defect,Setup/Changeover
280,2026-03-22,Night,L1,M4,PRODUCT_B,4,1097,1062,1052,10,28,480,0.73,No Defect,Material Shortage
281,2026-03-21,Night,L2,M5,PRODUCT_B,7,940,1062,1052,10,92,480,0.49,No Defect,Maintenance
282,2026-03-20,Night,L3,M6,PRODUCT_B,7,956,1062,1052,10,21,480,0.79,Surface Defect,Maintenance
283,2026-03-19,Night,L2,M2,PRODUCT_B,8,975,1062,1052,10,55,480,0.48,No Defect,Maintenance
284,2026-03-18,Night,L2,M6,PRODUCT_C,7,999,1062,1052,10,70,480,0.67,No Defect,
285,2026-03-17,Night,L3,M5,PRODUCT_B,5,1035,1062,1052,10,23,480,0.46,Dimension Error,Maintenance
286,2026-03-16,Night,L3,M5,PRODUCT_B,5,1069,1062,1052,10,27,480,0.39,No Defect,Setup/Changeover
287,2026-03-15,Night,L3,M2,PRODUCT_C,4,985,1062,1052,10,51,480,0.36,No Defect,
288,2026-03-14,Night,L2,M4,PRODUCT_B,4,1123,1062,1052,10,32,480,0.7,Scratch,Material Shortage
289,2026-03-13,Night,L1,M6,PRODUCT_B,6,974,1062,1052,10,77,480,0.48,No Defect,Material Shortage
290,2026-03-12,Night,L1,M3,PRODUCT_A,8,1124,1062,1052,10,26,480,0.57,No Defect,Machine Breakdown
291,2026-03-11,Night,L3,M3,PRODUCT_A,7,1138,1062,1052,10,108,480,0.38,Color Defect,Setup/Changeover
292,2026-03-10,Night,L1,M2,PRODUCT_C,6,952,1062,1052,10,27,480,0.47,No Defect,
293,2026-03-09,Night,L2,M3,PRODUCT_C,5,986,1062,1052,10,97,480,0.39,No Defect,Machine Breakdown
294,2026-03-08,Night,L1,M5,PRODUCT_A,7,1047,1062,1052,10,80,480,0.66,Surface Defect,Setup/Changeover
295,2026-03-07,Night,L1,M2,PRODUCT_B,7,962,1062,1052,10,100,480,0.55,No Defect,Setup/Changeover
296,2026-03-06,Night,L3,M6,PRODUCT_B,8,929,1062,1052,10,79,480,0.74,No Defect,Maintenance
297,2026-03-05,Night,L3,M4,PRODUCT_C,6,904,1062,1052,10,64,480,0.54,Dimension Error,
298,2026-03-04,Night,L2,M4,PRODUCT_B,8,915,1062,1052,10,50,480,0.65,No Defect,Material Shortage
299,2026-03-03,Night,L2,M1,PRODUCT_C,8,908,1062,1052,10,52,480,0.72,No Defect,Material Shortage
300,2026-03-02,Night,L2,M6,PRODUCT_C,4,1000,1062,1052,10,69,480,0.66,Scratch,Maintenance
301,2026-03-01,Night,L3,M6,PRODUCT_A,4,954,1062,1052,10,100,480,0.58,No Defect,Material Shortage
302,2026-02-28,Night,L3,M2,PRODUCT_A,7,1007,1062,1052,10,65,480,0.55,No Defect,
303,2026-02-27,Night,L3,M5,PRODUCT_C,6,998,1062,1052,10,57,480,0.41,Color Defect,Maintenance
304,2026-02-26,Night,L3,M3,PRODUCT_C,5,968,1062,1052,10,48,480,0.37,No Defect,Setup/Changeover
305,2026-02-25,Night,L3,M1,PRODUCT_B,8,1023,1062,1052,10,63,480,0.43,No Defect,
306,2026-02-24,Night,L1,M3,PRODUCT_B,5,974,1062,1052,10,19,480,0.65,Surface Defect,Machine Breakdown
307,2026-02-23,Night,L2,M2,PRODUCT_C,7,921,1062,1052,10,13,480,0.77,No Defect,Material Shortage
308,2026-02-22,Night,L2,M6,PRODUCT_A,8,1026,1062,1052,10,65,480,0.45,No Defect,Material Shortage
309,2026-02-21,Night,L2,M3,PRODUCT_C,5,1040,1062,1052,10,90,480,0.45,Dimension Error,Setup/Changeover
310,2026-02-20,Night,L1,M6,PRODUCT_C,5,934,1062,1052,10,90,480,0.48,No Defect,
311,2026-02-19,Night,L3,M4,PRODUCT_A,6,973,1062,1052,10,95,480,0.4,No Defect,
312,2026-02-18,Night,L3,M1,PRODUCT_B,7,1177,1062,1052,10,93,480,0.36,Scratch,Material Shortage
313,2026-02-17,Night,L1,M5,PRODUCT_C,4,1128,1062,1052,10,46,480,0.51,No Defect,Setup/Changeover
314,2026-02-16,Night,L3,M1,PRODUCT_C,5,1199,1062,1052,10,104,480,0.47,No Defect,Material Shortage
315,2026-02-15,Night,L3,M1,PRODUCT_A,8,1027,1062,1052,10,50,480,0.61,Color Defect,Setup/Changeover
316,2026-02-14,Night,L3,M4,PRODUCT_A,6,1094,1062,1052,10,91,480,0.69,No Defect,Maintenance
317,2026-02-13,Night,L1,M1,PRODUCT_A,6,1053,1062,1052,10,48,480,0.44,No Defect,Material Shortage
318,2026-02-12,Night,L2,M6,PRODUCT_A,7,1109,1062,1052,10,26,480,0.65,Surface Defect,
319,2026-02-11,Night,L3,M5,PRODUCT_B,4,1015,1062,1052,10,92,480,0.61,No Defect,
320,2026-02-10,Night,L2,M6,PRODUCT_A,5,974,1062,1052,10,62,480,0.62,No Defect,
321,2026-02-09,Night,L2,M4,PRODUCT_A,5,966,1062,1052,10,10,480,0.52,Dimension Error,Material Shortage
322,2026-02-08,Night,L1,M1,PRODUCT_B,5,1061,1062,1052,10,92,480,0.41,No Defect,Setup/Changeover
323,2026-02-07,Night,L1,M6,PRODUCT_A,6,1080,1062,1052,10,37,480,0.56,No Defect,Material Shortage
324,2026-02-06,Night,L3,M2,PRODUCT_B,6,1005,1062,1052,10,59,480,0.43,Scratch,Material Shortage
325,2026-02-05,Night,L2,M5,PRODUCT_A,4,1082,1062,1052,10,89,480,0.7,No Defect,Maintenance
326,2026-02-04,Night,L1,M5,PRODUCT_A,4,1115,1062,1052,10,120,480,0.73,No Defect,
327,2026-02-03,Night,L1,M3,PRODUCT_C,6,1083,1062,1052,10,65,480,0.66,Color Defect,Maintenance
328,2026-02-02,Night,L2,M5,PRODUCT_B,7,911,1062,1052,10,110,480,0.54,No Defect,Setup/Changeover
329,2026-02-01,Night,L1,M4,PRODUCT_C,4,1011,1062,1052,10,97,480,0.73,No Defect,
330,2026-01-31,Night,L2,M6,PRODUCT_A,6,1192,1062,1052,10,41,480,0.58,Surface Defect,Material Shortage
331,2026-01-30,Night,L2,M3,PRODUCT_B,6,1019,1062,1052,10,68,480,0.54,No Defect,Maintenance
332,2026-01-29,Night,L1,M6,PRODUCT_A,8,1191,1062,1052,10,44,480,0.64,No Defect,
333,2026-01-28,Night,L2,M2,PRODUCT_B,8,1053,1062,1052,10,25,480,0.43,Dimension Error,Maintenance
334,2026-01-27,Night,L3,M6,PRODUCT_C,7,904,1062,1052,10,102,480,0.4,No Defect,Machine Breakdown
335,2026-01-26,Night,L1,M2,PRODUCT_A,7,1033,1062,1052,10,111,480,0.46,No Defect,Maintenance
336,2026-01-25,Night,L2,M3,PRODUCT_C,6,965,1062,1052,10,108,480,0.69,Scratch,Machine Breakdown
337,2026-01-24,Night,L2,M5,PRODUCT_B,5,1076,1062,1052,10,40,480,0.62,No Defect,Material Shortage
338,2026-01-23,Night,L2,M3,PRODUCT_A,4,996,1062,1052,10,44,480,0.63,No Defect,Machine Breakdown
339,2026-01-22,Night,L3,M4,PRODUCT_B,4,1075,1062,1052,10,93,480,0.36,Color Defect,Material Shortage
340,2026-01-21,Night,L2,M3,PRODUCT_C,5,942,1062,1052,10,69,480,0.47,No Defect,Maintenance
341,2026-01-20,Night,L3,M2,PRODUCT_B,8,990,1062,1052,10,68,480,0.69,No Defect,Machine Breakdown
342,2026-01-19,Night,L2,M5,PRODUCT_C,6,1018,1062,1052,10,39,480,0.42,Surface Defect,Material Shortage
343,2026-01-18,Night,L2,M5,PRODUCT_C,6,1050,1062,1052,10,32,480,0.58,No Defect,Material Shortage
344,2026-01-17,Night,L2,M6,PRODUCT_C,7,1005,1062,1052,10,88,480,0.57,No Defect,Material Shortage
345,2026-01-16,Night,L1,M1,PRODUCT_A,8,1099,1062,1052,10,55,480,0.38,Dimension Error,Machine Breakdown
346,2026-01-15,Night,L1,M2,PRODUCT_A,4,956,1062,1052,10,59,480,0.66,No Defect,Machine Breakdown
347,2026-01-14,Night,L1,M6,PRODUCT_C,5,961,1062,1052,10,17,480,0.68,No Defect,Material Shortage
348,2026-01-13,Night,L1,M5,PRODUCT_A,4,970,1062,1052,10,100,480,0.51,Scratch,Maintenance
349,2026-01-12,Night,L2,M5,PRODUCT_C,5,1178,1062,1052,10,86,480,0.66,No Defect,Maintenance
350,2026-01-11,Night,L1,M1,PRODUCT_A,6,1147,1062,1052,10,88,480,0.38,No Defect,Maintenance
351,2026-01-10,Night,L2,M3,PRODUCT_B,8,946,1062,1052,10,24,480,0.43,Color Defect,Material Shortage
352,2026-01-09,Night,L1,M5,PRODUCT_A,8,1077,1062,1052,10,45,480,0.72,No Defect,Machine Breakdown
353,2026-01-08,Night,L1,M4,PRODUCT_A,6,1125,1062,1052,10,40,480,0.41,No Defect,
354,2026-01-07,Night,L3,M4,PRODUCT_C,5,1160,1062,1052,10,74,480,0.48,Surface Defect,
355,2026-01-06,Night,L1,M4,PRODUCT_B,7,1145,1062,1052,10,99,480,0.61,No Defect,Maintenance
356,2026-01-05,Night,L1,M1,PRODUCT_C,5,920,1062,1052,10,79,480,0.76,No Defect,Setup/Changeover
357,2026-01-04,Night,L1,M6,PRODUCT_B,4,1145,1062,1052,10,69,480,0.45,Dimension Error,Material Shortage
358,2026-01-03,Night,L2,M4,PRODUCT_A,8,1016,1062,1052,10,21,480,0.51,No Defect,Material Shortage
359,2026-01-02,Night,L2,M4,PRODUCT_C,4,934,1062,1052,10,44,480,0.44,No Defect,Machine Breakdown
360,2026-01-01,Night,L3,M3,PRODUCT_A,7,901,1062,1052,10,107,480,0.52,Scratch,Material Shortage
513,2026-03-07,Morning,L2,M2,PRODUCT_B,5,1065,1062,1052,10,105,480,0.65,Dimension Error,Maintenance
515,2026-04-01,Evening,L3,M1,PRODUCT_B,6,1200,1062,1052,10,49,480,0.7,No Defect,Setup/Changeover
516,2026-02-10,Evening,L2,M5,PRODUCT_B,7,1129,1062,1052,10,79,480,0.73,Scratch,Material Shortage
518,2026-03-02,Night,L2,M6,PRODUCT_C,4,1000,1062,1052,10,69,480,0.66,No Defect,Maintenance
